name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Coimbatore,India",2023-01-29,31.2,18,25.1,29.9,18,24.7,13.5,51.8,0,0,0,,0,0,20.5,25.9,66.2,1011.2,19.3,4.3,275.1,23.7,10,10,2023-01-29T06:46:09,2023-01-29T18:24:23,0.25,Clear,Clear conditions throughout the day.,clear-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-01-30,29.8,21,25.5,29.8,21,25.7,17.8,64,0,0,0,,0,0,16.9,20.5,72.8,1012.6,62.5,4,201.6,17.5,8,10,2023-01-30T06:46:06,2023-01-30T18:24:47,0.28,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-01-31,31.2,22.6,26.2,31.6,22.6,26.4,18.2,63.5,0,0,0,rain,0,0,19.4,16.6,64.7,1012,71.3,4.3,167.1,14.5,8,10,2023-01-31T06:46:02,2023-01-31T18:25:11,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-02-01,32.1,20,26.3,30.6,20,25.9,14.4,52.4,0,0,0,,0,0,23,22.3,65.6,1011.4,38.1,4.7,231.5,20.1,9,10,2023-02-01T06:45:56,2023-02-01T18:25:34,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-02-02,29.2,20.8,25.5,28,20.8,25.3,14,50.9,0,0,0,,0,0,26.3,22.3,67.9,1011.9,82,6.9,156.9,13.6,9,10,2023-02-02T06:45:50,2023-02-02T18:25:56,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,remote,43317099999"
"Coimbatore,India",2023-02-03,28,21,23.9,28.6,21,23.9,18.7,73.7,3,100,8.33,rain,0,0,20.5,18.4,46.5,1013.2,82.7,3.6,149.7,12.9,7,10,2023-02-03T06:45:43,2023-02-03T18:26:17,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-02-04,31,21.9,25.5,31,21.9,25.5,18.7,69.5,0,0,0,,0,0,28.4,20.5,67.3,1012.5,68.1,5.4,245.3,21.1,9,10,2023-02-04T06:45:35,2023-02-04T18:26:38,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,remote,43317099999"
"Coimbatore,India",2023-02-05,33,20,26,30.9,20,25.4,14.1,56.4,0,0,0,,0,0,23.8,22.3,76,1012,31.5,3.9,273.3,23.6,9,10,2023-02-05T06:45:25,2023-02-05T18:26:59,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-02-06,32,19,25.8,30,19,25.2,11.1,44,0,0,0,,0,0,18,20.5,87.2,1012.9,33.1,5.1,280.3,24.2,9,10,2023-02-06T06:45:15,2023-02-06T18:27:19,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-02-07,34,19,26.6,32.3,19,25.9,11.8,43.2,0,0,0,,0,0,12.2,14.8,73.7,1012.5,23.6,5,289.3,25,10,10,2023-02-07T06:45:03,2023-02-07T18:27:38,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-02-08,33,21,26.8,31.7,21,26.5,14.4,49,0,0,0,,0,0,20.5,16.6,67.1,1012.5,21.9,4.6,286.6,24.7,10,10,2023-02-08T06:44:51,2023-02-08T18:27:56,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-02-09,32,21,26.7,30.8,21,26.2,14.5,51.7,0,0,0,,0,0,21.6,21.1,81.2,1013,22.2,4.3,285.7,24.7,10,10,2023-02-09T06:44:38,2023-02-09T18:28:14,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-02-10,33,20,26.1,30.7,20,25.4,11.6,46.8,0,0,0,,0,0,23,24.1,59.1,1014.2,22.7,4.5,278.5,24,10,10,2023-02-10T06:44:23,2023-02-10T18:28:31,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-02-11,33,19,25.7,30.9,19,25.1,10.4,42.1,0,0,0,,0,0,20.2,25.9,59.3,1014.4,32.6,4.9,281,24.3,9,10,2023-02-11T06:44:08,2023-02-11T18:28:48,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-02-12,34,19.9,26.2,31.6,19.9,25.5,10,40.4,0,0,0,,0,0,25.6,18.4,54.9,1014.5,21.9,5.8,296,25.7,10,10,2023-02-12T06:43:52,2023-02-12T18:29:04,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,remote,43317099999"
"Coimbatore,India",2023-02-13,33,19,26.8,30.9,19,25.9,9.6,38.2,0,0,0,,0,0,33.5,27.7,73.1,1014.3,17.4,4.9,285.9,24.7,10,10,2023-02-13T06:43:35,2023-02-13T18:29:19,0.75,Clear,Clear conditions throughout the day.,clear-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-02-14,33,19,26.1,31,19,25.4,11,42.6,0,0,0,,0,0,18,18.4,74.5,1014.3,15.5,4.7,300.8,26.1,10,10,2023-02-14T06:43:17,2023-02-14T18:29:34,0.79,Clear,Clear conditions throughout the day.,clear-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-02-15,33,20,26.5,31.2,20,25.9,12,44.2,0,0,0,,0,0,23.4,18.4,65.2,1012.7,12.2,4.9,303.8,26.3,10,10,2023-02-15T06:42:58,2023-02-15T18:29:48,0.83,Clear,Clear conditions throughout the day.,clear-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-02-16,32.2,20,26.4,30.1,20,25.8,11.8,43.1,0,0,0,,0,0,37.1,24.1,71.9,1013,12.9,5,304.2,26.3,10,10,2023-02-16T06:42:39,2023-02-16T18:30:01,0.86,Clear,Clear conditions throughout the day.,clear-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-02-17,32,20,25.5,30.8,20,25.1,14.4,54.4,0,0,0,,0,0,19.1,20.5,63.4,1013.8,13.9,4.2,302.7,26.2,10,10,2023-02-17T06:42:18,2023-02-17T18:30:14,0.9,Clear,Clear conditions throughout the day.,clear-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-02-18,32,20,25.8,30.1,20,25.3,12.4,47.6,0,0,0,,0,0,17.3,14.8,60.9,1013.9,13.8,4.6,302,26.2,10,10,2023-02-18T06:41:57,2023-02-18T18:30:27,0.93,Clear,Clear conditions throughout the day.,clear-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-02-19,32,21.8,26.6,31.4,21.8,26.5,16.3,56,0,0,0,,0,0,16.6,18.4,74.6,1014,36.6,4.8,299.4,26.1,10,10,2023-02-19T06:41:35,2023-02-19T18:30:38,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-02-20,33,21.9,27.2,32.6,21.9,27.2,17.1,56.9,0,0,0,,0,0,13.7,14.8,81.7,1014,30.6,5,300.1,26.1,10,10,2023-02-20T06:41:12,2023-02-20T18:30:49,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-02-21,34,20.5,27.5,33.7,20.5,27.2,15.5,51.2,0,0,0,,0,0,21.2,14.8,76.7,1014.1,16.4,5.7,305.8,26.4,10,10,2023-02-21T06:40:48,2023-02-21T18:31:00,0.03,Clear,Clear conditions throughout the day.,clear-day,"VOCB,43318099999,43321099999,43341099999,43335099999,remote,43317099999"
"Coimbatore,India",2023-02-22,33,20,27.2,30.9,20,26.3,10.9,39.8,0,0,0,,0,0,24.1,22.3,68.6,1013.6,11.7,4.6,308.7,26.7,10,10,2023-02-22T06:40:23,2023-02-22T18:31:10,0.06,Clear,Clear conditions throughout the day.,clear-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-02-23,33,20,26.5,30.8,20,25.8,10.6,41,0,0,0,,0,0,21.2,22.3,62.1,1013.7,11.7,4.8,310.9,26.9,10,10,2023-02-23T06:39:58,2023-02-23T18:31:20,0.1,Clear,Clear conditions throughout the day.,clear-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-02-24,32.8,21,26.5,31.8,21,26.2,14.5,50.7,0,0,0,,0,0,17.3,14.8,60.4,1014.3,14.6,4.3,277.8,24,10,10,2023-02-24T06:39:32,2023-02-24T18:31:28,0.13,Clear,Clear conditions throughout the day.,clear-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-02-25,34,21,27.7,31.7,21,26.9,11.7,42.5,0,0,0,,0,0,33.5,25.9,67.4,1015.6,11.7,4.5,311.4,27,10,10,2023-02-25T06:39:06,2023-02-25T18:31:37,0.16,Clear,Clear conditions throughout the day.,clear-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-02-26,33.2,19,26.6,30.8,19,25.8,8.8,37,0,0,0,,0,0,37.1,25.9,72.2,1016.7,12.7,6,316.6,27.4,10,10,2023-02-26T06:38:38,2023-02-26T18:31:45,0.2,Clear,Clear conditions throughout the day.,clear-day,"VOCB,43318099999,43321099999,43341099999,43335099999,remote,43317099999"
"Coimbatore,India",2023-02-27,32,19,25.7,30.1,19,25.2,12,47.1,0,0,0,,0,0,19.1,18.4,65.1,1017.3,11.7,5.1,317.8,27.4,10,10,2023-02-27T06:38:11,2023-02-27T18:31:52,0.25,Clear,Clear conditions throughout the day.,clear-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-02-28,32.8,20,26.4,31.3,20,26.3,14.1,49.2,0,0,0,rain,0,0,36.4,27.7,74.2,1016.6,46.3,4.4,298.2,25.8,10,10,2023-02-28T06:37:42,2023-02-28T18:31:59,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-01,32,23,27.5,32,23,27.6,17.6,57,0,0,0,,0,0,34.2,22.3,71.1,1016.4,52.3,4.7,297,25.8,10,10,2023-03-01T06:37:13,2023-03-01T18:32:06,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-02,32,22,27,30.4,22,26.6,14.7,51.4,0,0,0,,0,0,26.6,25.9,72.4,1017,28.9,4.9,306.9,26.5,10,10,2023-03-02T06:36:43,2023-03-02T18:32:12,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-03,33,18,26.2,30.7,18,25.3,8.5,37.5,0,0,0,,0,0,28.8,22.3,66.1,1017.8,40.8,5.1,311.2,26.9,10,10,2023-03-03T06:36:13,2023-03-03T18:32:17,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43335099999,43317099999"
"Coimbatore,India",2023-03-04,33,19.9,26.8,30.7,19.9,26.2,11.8,44.8,0,0,0,,0,0,33.8,24.1,60.4,1017.4,11.3,4.8,312,26.8,10,10,2023-03-04T06:35:42,2023-03-04T18:32:23,0.39,Clear,Clear conditions throughout the day.,clear-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-05,34,21,28.4,33.3,21,27.9,14.3,45.2,0,0,0,,0,0,32.4,20.5,62.9,1016.6,16.4,5.3,300.1,25.9,10,10,2023-03-05T06:35:11,2023-03-05T18:32:27,0.43,Clear,Clear conditions throughout the day.,clear-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-06,34,20,27.4,31.5,20,26.5,10.1,38.8,0,0,0,,0,0,20.5,20.5,67.3,1015.5,11.8,6.1,315.8,27.3,10,10,2023-03-06T06:34:39,2023-03-06T18:32:32,0.46,Clear,Clear conditions throughout the day.,clear-day,"VOCB,43318099999,43321099999,43341099999,43335099999,remote,43317099999"
"Coimbatore,India",2023-03-07,33,21,26.7,31.2,21,26.3,13.7,49.1,0,0,0,,0,0,22,22.3,63.1,1014.6,53.1,5.8,271.4,23.4,10,10,2023-03-07T06:34:07,2023-03-07T18:32:36,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,remote,43317099999"
"Coimbatore,India",2023-03-08,33,22,27.6,31.2,22,27.1,14.7,49.9,0,0,0,,0,0,27.4,22.3,74.7,1014.6,27.4,4.8,316.1,27.2,10,10,2023-03-08T06:33:34,2023-03-08T18:32:39,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-09,32.9,22,27.5,31.1,22,27.1,14.3,47.2,0,0,0,,0,0,27.7,26.1,71.1,1014.1,34.1,4.9,292,25.3,10,10,2023-03-09T06:33:01,2023-03-09T18:32:43,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-10,33.1,21,27.2,30.8,21,26.6,13.1,47.5,0,0,0,,0,0,20.5,20.5,79,1013.6,39.6,6.5,273.7,23.7,9,10,2023-03-10T06:32:28,2023-03-10T18:32:46,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,remote,43317099999"
"Coimbatore,India",2023-03-11,34,22,27.8,32.3,22,27.4,15.3,51,0,0,0,,0,0,28.1,22.3,73.4,1013.5,24.8,4.7,313.1,26.8,10,10,2023-03-11T06:31:54,2023-03-11T18:32:49,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-12,33.1,22.9,28.1,32,22.9,27.9,16.8,54.2,0,0,0,,0,0,37.1,25.9,72.1,1013.4,37.5,4.6,315.1,27.1,10,10,2023-03-12T06:31:20,2023-03-12T18:32:51,0.67,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-13,34,23,28.7,32.7,23,28.4,16.3,51.2,0,0,0,,0,0,27,18.4,66.6,1012.4,24.1,4.9,313.8,27,10,10,2023-03-13T06:30:45,2023-03-13T18:32:53,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-14,35,22.9,29.2,33.6,22.9,28.8,14.7,43.7,0,0,0,,0,0,19.4,16.6,79.4,1010.9,18.5,4.6,313.1,27.1,10,10,2023-03-14T06:30:10,2023-03-14T18:32:55,0.74,Clear,Clear conditions throughout the day.,clear-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-15,35,23,29,33.5,23,29.2,17,53.4,0,0,0,,0,0,22.3,16.5,91.4,1010.3,28.9,4.1,315.2,27.2,10,10,2023-03-15T06:29:35,2023-03-15T18:32:57,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore,India",2023-03-16,34,23,28.2,35.8,23,29.1,19.6,61.7,0,0,0,rain,0,0,34.2,14.8,53.5,1011.3,63.1,5.1,287,25,10,30,2023-03-16T06:29:00,2023-03-16T18:32:58,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,remote,43317099999"
